Column_01,Column_02,Column_03,Column_04,Column_05,Column_06,Column_07,Column_08,Column_09,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Column_18,Column_19,Column_20
-93995,-42305.8226,43733,34381.6041,-59888,-28653.1040,68203,-29945.5124,-46536,-11252.8608,13076,-69971.4732,16140,30650.1533,44386,-71556.3527,49988,-31121.1874,-20410,29238.8718
-53646.0863,-89795,15443.7920,51703,-41111.3469,73693,-32592.0667,73522,6414.3571,-15710,-22179.1662,86950,93476.3965,-65707,-91173.5434,65865,-49860.5560,-67408,25325.4752,57674
-75623,-90221.7702,-76783,38257.3260,10149,98299.5682,91610,-68312.7023,39154,69029.3207,68591,-13567.6706,-82666,38261.0813,-7676,55702.7974,-47072,-25757.9959,-10262,-24576.4123
-85789.5077,-36707,-27533.0355,80325,-25127.3408,-30916,28454.6981,-22335,57914.0693,63910,-87095.4017,-90709,-51858.0849,55081,4067.4839,-77038,32145.6484,87676,-30487.4969,61280
50873,55535.8945,43151,-13490.1503,-53168,80679.4864,23436,-22436.0134,-81641,-86722.7899,-55534,43899.6314,11599,-49365.5507,-91587,75137.6839,-3281,-24276.9785,37598,88984.7232
50880.1546,36484,45186.5262,44947,-39971.2534,-75421,35022.8891,-38257,42003.7610,25970,-99293.6465,20365,21606.2292,72041,52623.1444,76715,-13153.8445,803,-37682.0345,38262
-88660,-7021.1780,7268,72380.3381,60861,-78627.1231,35470,-86128.5741,-35912,-58562.8507,29739,-5616.1549,29809,-84753.2181,15982,-72073.7576,-42096,-63042.9811,66503,-10295.8647
36429.8675,-98443,24321.5758,59379,-8647.1960,34944,63125.8098,40862,79377.0273,7811,25511.1042,-63839,-48702.3980,-27677,12091.5190,-91284,-45322.4073,-40945,92072.8507,-29651
57442,-6840.0189,97739,-20091.6581,-64068,-69515.4457,-36511,91328.9256,-37438,-44320.4929,83562,43461.7363,-1431,-74795.7574,-14515,43346.9345,95929,-25639.7283,-89745,44823.0844
-42641.1730,-16242,20785.1582,-50964,56692.9155,-47781,-45352.1390,-90825,35297.3174,40933,96281.9868,11664,-10016.2754,67634,-29550.7232,-95667,59015.3374,-13289,-70566.7190,14503
-7578,-54798.2866,36293,-61230.4130,49015,-94346.5893,81215,36644.0894,-30242,25722.7304,98608,70842.1523,-67322,61048.9523,99556,-12086.6518,-69520,-2919.3605,43943,-50286.3669
-1043.6866,-76157,34008.7736,-58404,68917.5949,3604,-93993.2130,61595,62278.7180,31419,-89605.8737,-70636,-47621.7131,-61521,-55578.5757,70952,-20175.6771,83306,-37866.1527,38969
-8609,93538.3866,59416,-3098.7203,-13856,-53332.5361,-29690,-32446.3921,26311,-99045.9421,12960,65720.3327,72440,62914.3474,-38664,69899.4183,79997,23164.5361,-66786,-39686.2712
972.2052,-80257,-84120.8136,-90799,-25773.7306,64479,23203.7583,78831,45580.8365,-12564,-85501.7773,-25337,33245.8808,1188,90491.6353,28720,11179.2579,40375,-56352.4758,-29992
60965,65259.2501,-82890,-2198.2732,60409,968.1749,9153,-35347.5184,-84917,27936.0630,-87931,26028.5263,48612,79242.1161,5078,-39154.3081,46519,-99555.6217,-65402,-19592.6302
-40315.2708,50428,-21062.6883,-75485,68951.2818,34358,-60824.5051,23640,78541.2305,5623,-499.8135,-61783,-85903.8548,36819,1965.7307,-57905,26284.5405,-71239,-81954.4005,-59248
8244,19777.5199,82602,20847.7348,-83755,-38920.3223,-75429,49234.8587,46722,53175.4955,-30557,97531.7841,32663,9336.1749,21072,13082.1685,5361,26053.1927,-38926,-72747.7279
-66749.9748,60915,91675.0392,-53852,-55548.4387,-15916,87430.9359,15334,-51996.3767,30066,-72945.3956,67194,42895.8039,-43223,73675.2318,-67535,22264.2545,-45096,9571.5650,-12217
30773,98261.3880,-41153,40101.8141,-57033,-22008.3413,78674,-46655.7982,-38270,-11765.1073,58078,39270.5443,-23182,-82812.8440,-91997,-18642.6779,2529,-71064.1291,-52900,-70267.0414
90028.0910,22587,86233.3939,12707,-71417.7152,31822,-81657.2886,-54975,-61938.0561,71636,-5233.4578,-65377,60325.0030,-3201,-20624.5216,-81494,86896.8101,-41866,-86913.8816,42186
-98126,38198.3253,60511,44841.2236,-85271,-81828.8286,-84713,17778.6590,-12222,43336.2030,-58547,-49322.7375,91853,91313.8862,-53873,76118.8619,42148,-8058.8081,89874,54513.1398
-36267.3036,36160,-15680.4062,17281,-91984.2940,58909,-12173.1114,-84789,-95214.2679,54782,73595.0125,-96335,-46797.3126,7191,-88141.5289,16653,-54435.4083,89557,-41641.5756,-30213
85515,7807.3523,-53911,-87183.7526,-86382,75162.2212,-51435,-53824.9035,61274,66180.8293,13659,49821.4333,-4388,-27818.0261,-79251,95943.8254,-17545,98302.0068,-32025,-13582.6615
-90741.5895,70373,-39971.9587,-43125,62186.5088,-56516,36286.8928,-73394,-4554.3974,-62298,-37270.1186,85129,-69780.6811,36154,20756.3382,-43268,-61445.8038,-76606,-77430.7860,76003
-52342,6093.0512,18612,57907.9081,-44741,38543.7082,15012,-98661.9777,-4672,-80808.2167,29052,-95100.8502,49289,-17223.9703,45145,44942.1930,40323,-92517.5151,-63930,36889.9634
-33781.9647,61743,-54289.7841,-9802,47392.6940,-94295,20898.0149,43696,-85841.9713,-70323,4726.6375,21146,-79935.5536,-78681,-79788.6031,-22693,-54532.3737,-60992,28049.2778,47504
98536,-64817.5158,41997,46402.0307,-45194,-9176.3418,-32647,73117.8998,34786,-26903.0510,-48563,-99547.0042,56777,77713.7609,15475,7049.9946,48312,-67529.3747,-50606,57953.6067
73195.4723,-48178,67460.5639,45251,-271.3036,37099,-79877.3433,62218,28204.9567,70431,84345.7298,-85887,93935.9632,69067,88022.0288,-80054,-359.4032,-88738,20854.0110,-65122
93653,22239.7551,-63804,-83229.1835,20578,-38908.0877,78782,-8004.3259,2420,-48734.7759,-68732,8444.6370,3890,-5432.1147,4699,51834.5036,-750,8741.0885,62531,16440.6857
40357.4615,52162,32339.7021,-89019,23883.9459,-71844,35648.6928,-45257,91278.8661,54503,60174.0406,12369,-46904.9735,60683,-11657.1996,37895,810.8591,-82726,65151.9755,26059
85013,-17873.8230,47535,45658.6823,91440,-89658.7158,5520,67900.5430,-65138,-28178.4851,-3125,34483.0601,-38393,-41438.8141,-98007,37378.5815,-59390,-88072.3544,15268,26678.5060
74494.0109,31176,-51777.8150,-43666,19317.7551,-93149,48853.3325,86876,75630.1244,-15254,-15046.6685,36344,68482.9292,15175,-44069.5876,-24903,84473.9493,36675,41347.3716,72069
-73608,-49830.3650,-8772,16042.4641,88693,35200.9627,89688,40560.6781,22241,-98373.9931,25504,-334.0343,98179,-44489.5094,90152,22045.9161,-41130,-99435.5799,94576,-25037.2325
42389.9095,52506,-89770.5262,-85289,16615.0329,47955,-20742.0252,-20124,-53248.7340,16000,-71426.1010,-19337,49481.4124,68414,28478.0737,-60527,62875.0921,58649,-91940.7113,43177
-95361,-27109.1250,-69694,70159.7836,-62650,-33521.6645,25101,41247.0343,16617,-52153.9272,-12515,-97889.1491,-99108,-47525.2548,97161,-69839.3100,-32007,-29716.9949,-60980,45023.1118
-71729.3812,-61776,-68622.4273,32283,98799.1415,83824,-27407.6906,-2083,62083.7801,94177,21310.6000,-19274,-98051.6668,-54226,65450.9394,84373,24276.5196,77100,29417.3963,47659
-87765,-72233.3451,4341,38317.5720,1778,87309.8268,97052,76532.0888,-94407,-4232.4965,77752,4691.0517,-33026,2199.1806,23249,76797.0373,-94369,42316.1329,73514,-18616.2099
94992.6761,-6101,16460.0510,10039,-21908.7294,41607,-84076.6984,-11685,88181.2380,-54050,-85174.0784,85726,83880.6397,13921,-18218.4039,88756,21142.5780,56063,62206.3133,-11961
63435,20184.9352,-46031,-35191.2577,-80584,-81148.2199,324,-16319.5637,-8456,10782.7326,-19390,46706.7530,11561,-6262.8428,-61973,-23504.7904,85928,7610.0056,-12306,-2508.9052
-81312.1917,-70021,-82007.9485,-81944,-82510.1102,-87235,47288.4700,-33199,-92311.5786,24476,-13049.8186,-53774,-39514.8910,11058,-67718.3115,70805,46429.5464,-2409,-60469.9038,-87382
-25142,-87680.2070,-49150,-17578.4642,52305,84612.3320,39035,2408.3957,14069,11907.0670,39913,-51272.9069,-73774,-97889.1944,85950,-27001.8200,-85782,-71206.1679,-96626,43388.9278
70445.2522,6008,56225.3130,-20087,-25269.5365,-81090,79637.0151,-56146,62689.0041,90770,-14005.5906,31972,-98233.4122,36703,42586.7741,74738,-25901.4954,-29489,55122.7221,43220
-82637,-93393.1038,-57030,-75316.4990,-94109,-86791.8543,55506,85149.4008,-86897,28874.5445,85116,68313.4308,-68213,25422.3551,-84735,-90145.9555,-81321,-60188.1336,-30639,91021.6962
-44059.4485,-14791,80714.8116,-85007,-89117.3422,-88448,89823.7898,-81347,-42840.2128,-66911,-56149.4077,94337,-26609.8638,30175,56281.0981,-56575,-81490.1257,78750,56508.7714,-98303
-80035,-36368.2937,49736,-92784.0261,-9144,-69531.7852,-30440,99659.7230,29035,8461.0197,-23068,86138.4879,93015,-6447.1583,22999,38675.5031,46836,13919.2177,42951,71452.6113
65467.9677,-26585,66042.2694,-51131,53211.1123,-77571,-73543.5694,-94419,79714.2139,-239,-38429.4045,40657,-79183.3890,-82942,-47127.4597,9275,-99317.4529,-42084,-28872.5802,23868
30967,-41643.3006,68135,59619.2304,29439,-47018.7876,31527,-63400.1578,34993,-87141.4596,-10568,86565.7416,51386,18683.3429,-17187,67901.8813,61432,-38816.3642,1893,-55421.3078
3197.1851,-32542,-68560.1544,-44032,30021.3645,31610,38188.1993,-40522,97045.8117,-73676,-8171.5715,-1341,92211.9140,77594,-79346.8671,45290,-60754.9776,67179,47777.2484,-85467
-59906,17201.7935,-30049,51641.9337,-81134,-35015.7954,27649,65657.4757,-86337,-71487.8582,9472,38896.6051,-76994,20275.3384,-63821,-90939.9241,91294,98493.6284,77532,-39741.4277
-32731.7837,93470,45281.8414,48752,84550.2083,-19924,-82792.0173,44756,-52385.3959,75611,-21218.9320,79682,48116.1831,-99992,50438.2253,87693,36867.3469,32402,-56996.1680,-13035
2225,23024.0378,86829,98108.0212,91682,86258.6818,-489,90926.2903,8434,61503.7308,-30667,-34125.1628,32635,-38621.9288,-43448,-74345.3543,-71017,9522.5380,32140,-77506.9964
40838.0423,-43043,67097.1828,38471,76484.9543,7789,-76363.7426,-12075,-23012.5283,-15542,13645.8918,96277,-49248.2640,18214,-94062.2441,-42496,-27918.4227,59841,14834.9570,-40038
-54838,-11299.2167,-43074,98384.3098,-93087,94151.8001,83149,-10343.6398,53483,96176.4300,-90491,65187.1294,72951,-93076.1076,78515,-19043.0494,-72573,76846.0878,-24285,98786.1058
-43585.9690,-42770,-29086.7086,36143,-25365.3362,-64363,23457.9722,24906,-11972.9182,13442,29154.5926,-71234,-23485.2762,-36476,-484.9059,-73833,-61629.0266,13900,-81658.2913,96038
-75071,-83761.3507,15222,-87780.8578,89835,51080.0389,-34565,4347.0114,61322,-64137.4815,21766,-35288.3124,46241,28633.4567,2429,-37844.7072,-30695,75470.5968,49504,-46217.8320
64556.2701,4558,18625.1361,95641,-44849.2797,70674,-27932.9111,84298,99035.6304,-23711,-58446.8814,6742,-20573.5839,-28855,-51402.2817,-37783,28511.6333,-24883,-68494.9570,34377
57956,-40230.8369,20834,-16600.6489,-95429,43056.0205,-41758,86445.9640,-69289,-62277.9789,9997,71126.7251,30458,-84425.3467,92,64568.0569,-47226,-6758.1374,-66922,-60109.1399
-81770.1504,88324,-13244.9427,25014,39982.5933,-3850,19795.9223,25029,-25745.1971,-67677,-35713.9721,-94452,-65513.0377,-72093,-15422.7689,-35210,3808.6197,-62846,55182.8911,75966
70341,85183.7645,10711,37839.5151,34546,-95568.4373,73593,40209.7228,-82288,84291.2230,-73446,-36329.3142,6816,-26854.5021,49437,-95668.7120,-70278,-39999.3344,20381,-90989.2046
-73713.1598,-42329,-47952.8606,74620,49957.7546,71912,31076.5883,-5005,-15437.0089,-53761,-91521.6128,43116,-16739.6024,33059,-6.2868,-88704,-57917.4710,-68656,-67368.8070,28582
79789,-32820.9533,62308,-70567.2631,-58840,-34127.9190,3533,-9339.2449,13328,-61809.5579,-5447,-43746.7576,67477,66224.9066,17103,84740.1560,-83345,-31581.0072,87125,29164.4008
-33301.9402,-79325,-40396.1968,69590,91571.4890,-33508,-29087.8909,3648,36577.0738,92066,95559.0097,47726,10112.4472,70671,72020.6136,-98343,-75948.9708,-74960,27309.1502,19866
-64260,-9785.4907,-22326,-18780.0097,18733,8001.6229,2014,-6906.7358,55151,-54514.9168,-73479,-39790.6040,15515,77226.2737,-19134,89933.7740,-95972,60300.7917,-16718,-76386.1282
40432.9169,-43606,-70852.5983,-62007,-5292.9059,11370,45281.5886,-34502,-99575.5015,-69907,70680.1405,74887,98623.0174,16672,32030.7711,-16341,92345.6046,64818,-89162.7216,69862
37131,85328.2090,87865,60154.4843,-82571,83566.1193,56211,89914.7575,-18716,26308.2708,-44806,-67318.5014,73255,41023.3435,23546,-2371.2970,93754,-2511.7445,-89866,59270.7554
-58460.8002,9330,-63625.7996,-98081,92407.8053,8607,35142.7253,16006,41953.0688,-55082,-36796.5125,69928,-75715.2103,-52638,-24871.0731,43376,-3029.9314,-75074,99413.8393,-9393
-43424,83009.8807,70270,17201.7271,91663,-30539.9088,18714,68044.0883,-76835,-77046.3536,88336,6054.2127,19783,59340.6865,14115,26649.6902,-26226,-60559.1372,2075,67603.4890
-23553.9664,91101,-81333.3822,78409,61045.3074,3027,81133.1765,1497,98023.2945,12343,58876.8355,-50343,-2035.4207,-34907,65228.2564,96572,53124.4563,88814,-14813.8643,-71725
-31982,31534.4597,3496,-41130.6073,-33212,18592.2742,25889,2918.2641,14716,25016.0935,-8990,-13091.5471,-1706,85155.6152,-98788,-66665.3797,-48323,32096.1280,-79871,-82033.7708
55395.9902,59593,59628.2966,-70233,-26337.6526,24807,-88397.9009,25004,60505.0932,30222,41270.7917,-84402,69769.6667,46248,-76159.3596,-90597,-47624.8433,-72531,3878.6302,-76451
78208,-92619.5371,-40824,7683.1873,-68249,11282.6822,-79530,-18320.1480,-81145,-13224.0296,-15372,-3024.0489,-91859,96194.9865,-55047,-79140.5718,-71582,56744.8757,5524,-10726.9527
37518.6127,80159,-45955.0830,31063,-15877.6547,73108,80289.5297,13050,46920.8848,-60105,-71703.9914,-5277,-7256.4034,-42418,49408.4566,-53824,-38185.0572,79904,-26103.5174,71257
-9890,26149.9965,71789,-53017.4734,-89599,-30251.3050,35626,18688.3599,96897,9792.9590,89040,52218.0297,72130,92034.0169,-11601,-45821.3605,-12722,-35952.3993,-5271,21660.4238
97847.1868,79476,90119.3570,-6661,2218.4144,-99146,-63746.1954,-18596,-18026.3552,10348,-99967.0787,52672,93501.5803,18008,-35588.4032,31345,70831.4796,-36105,70471.9742,36933
34954,-65026.7407,18135,-6283.7410,53025,-76262.4415,30848,-17893.9828,25276,-96688.7091,-45915,-63689.7536,-35783,-89407.9721,-11826,-20988.2046,16579,-50929.5780,58386,-26026.8227
-65990.4141,-98185,47125.3097,64663,84821.5911,-82305,-56846.0934,-54486,32000.4057,434,-90497.1402,22873,26327.9250,-6301,53414.7092,-94118,26077.1759,27587,-71472.7029,55389
48838,-98652.0659,71980,4100.4137,-28500,-53952.6418,41900,-98644.4857,80421,-62739.9316,73340,-54877.9683,-48851,-80118.0082,-62317,-25472.6996,70534,-74752.9545,-28142,69272.9182
63963.5508,-53062,12806.3987,61262,-36486.0182,-2933,45260.2437,96941,-7586.8341,-37046,93047.2242,-15899,7407.5141,66667,85898.7129,-14908,81282.8439,-46255,73470.4684,-53009
-52978,-58537.2359,-73009,-16705.0293,20106,46509.0160,-84703,-76096.8515,39103,-96526.6829,-62256,74269.3271,4861,59654.6568,-53630,16704.1640,62001,4532.2048,-27686,92223.3582
-94220.4724,-4719,-64584.0404,80595,44408.4926,-75880,-80021.5240,-50533,-21788.6695,43187,66675.5313,84110,-6801.6248,91906,-12355.7891,-4873,17401.5967,-49714,70066.0086,51296
46687,-18852.2480,-34370,26464.9452,-28272,-95641.7950,21942,-64296.6688,-51671,70697.3651,72097,40284.4920,-8575,30080.7263,-59198,23095.4993,-9016,-47406.6188,46808,43985.5486
84184.9670,-85339,-53900.6718,20326,81247.8995,-63375,-3120.2001,22642,-29651.6657,13503,-24683.7445,71119,-35548.3044,71331,91470.7818,79663,31599.4938,12119,-23786.7581,-11202
-26498,39492.2756,-32560,-73463.4351,-23401,-38588.0872,34169,89447.0613,30519,2726.4106,-18765,-81341.3043,-72789,-12334.7437,-88128,-38502.1183,53387,61266.4373,56241,-97149.7344
-27486.6701,-45603,-73798.3505,76650,31241.1970,-62652,77560.5680,87501,-31806.3070,84806,-98349.4669,26054,96187.1383,11925,88427.8200,35499,8863.1532,-95716,-38582.9055,-32612
-34870,-68808.2000,61977,-1192.9013,-24962,-52909.1354,-36081,89221.6427,71437,19680.9639,68711,61837.2002,-18148,-62056.1665,-55955,21207.7802,-21974,-76725.9955,38331,24319.6719
2581.6344,-55230,68819.3971,-64513,-29585.4197,15143,57239.7702,56527,-71586.5443,-43393,30545.0305,-87393,-57221.0110,33337,56501.6684,-12839,-7166.9684,-82296,-35347.5211,-14388
45659,-20364.8381,-49416,-22430.5467,-67268,7684.7836,-78731,-65676.0860,82907,-51195.8454,-25409,74951.1800,-95827,-5978.5903,-20796,-81666.3292,-39939,-10285.3565,18782,49706.1728
76698.0612,52203,47939.1353,-96875,-86107.4700,53241,74944.6090,-96535,-34647.2083,22834,-12904.4944,-94473,-7377.4468,16062,54282.1366,42019,11688.6543,-36318,-73342.3206,77623
27198,-23755.6073,99385,70883.7038,3468,-17413.8054,56580,-37495.0449,-15908,-36937.6825,73373,-23199.5693,66982,-35553.0167,-61980,-31721.9564,-12442,48557.5807,10105,3459.5496
-17834.6897,74656,42624.7082,74508,-8258.5488,52692,76627.4306,35611,-26150.6734,-78983,80784.6089,-57863,60530.9972,45286,-45741.1156,-496,43138.0464,-4239,54956.5164,-74721
-38355,-9132.9184,68971,-86689.2237,14949,-72198.6887,-62696,-6548.3774,95412,71184.3109,57193,85521.9334,88599,-52529.1521,-44578,43055.4145,-40278,-18993.6516,-9469,-48513.8392
46267.3358,-96162,-36233.7672,96637,-3673.6676,27285,32815.9243,-37744,60686.9691,-28010,24857.1252,46454,-59175.4334,-37616,-22566.7942,-25200,83304.0608,92084,-64982.2635,59138
52973,-61593.2852,76329,99921.5589,93221,-52848.8321,34230,-22975.2265,-28280,-90380.7934,70262,43865.9930,-85096,4959.4731,-76679,88043.1983,3709,-169.6762,-80686,2411.2352
-89094.1240,68798,-64202.4584,-46554,10330.9425,83113,8594.7277,-62520,-99860.5238,-52210,32797.2136,-68952,-7530.0645,-39258,-76484.4944,29812,46931.9099,87400,-94492.9785,-60978
-39495,91793.1124,86724,29561.2094,-36805,58186.0363,75940,18297.3790,81875,-46675.0757,2412,89083.3752,-5825,-43328.2229,-55771,-45135.8554,73257,-40412.7697,71710,53531.6633
97143.0553,-71061,-85727.1794,4069,-71972.4175,80069,-84740.6744,-61810,44260.4147,-78556,-49531.2028,-28524,-14878.6014,25324,19632.2809,35778,-38284.0873,-12345,-30830.1675,-76540
-62411,29418.9020,13189,15825.3277,25087,-38226.5633,-84478,-78363.9335,71431,-49996.4699,34964,-45778.5710,-86275,-96246.5564,20012,52080.0688,-3327,-89408.3544,-98071,-7937.5338
-29558.3986,73908,3209.2970,-2575,-8248.8045,22748,56165.9616,22049,-71627.0590,-18153,-43384.2042,-87946,-67041.9344,96101,-83266.3906,-17417,-77736.9546,-99484,9583.0663,-81166
-17333,-48333.2757,-63357,-25901.3251,6747,-10787.2852,74243,61349.3694,57999,-95887.3085,34975,-52220.7796,77091,-35245.7609,69785,-79390.7418,-41512,-24425.3439,-79540,20303.6656
-6967.1757,-74200,87567.9435,29138,28224.9260,-72573,78943.7318,16075,-61790.7636,73575,-74292.5457,-4024,-88840.9042,75030,-52689.9210,63398,-12607.5151,-65891,35306.7333,-32090
-75067,63778.6883,45117,-22724.4590,65039,-10195.1960,-55349,-10910.6797,98324,40332.3111,-400,29707.2285,-36044,-39682.6595,16952,-54882.6609,39758,90685.2236,-22154,18366.8612
61755.3187,-40035,4948.2130,54781,-77110.3641,26390,13511.7303,-35182,-78866.0897,-82619,55141.5143,95536,-19001.0678,-96242,-38656.2207,-56554,77197.4567,22310,-62609.5250,-26999
72352,-1193.8076,61511,-66500.9932,66318,47146.8556,-10929,-26705.6864,-52323,-25917.2639,-66261,-31830.4115,-26429,-97781.7532,-64279,-79476.5525,-56333,-60989.1231,88135,-90460.4714
-93707.7118,-60224,-32609.6396,-50021,-60562.8078,-24392,85726.2816,78509,-58956.9016,-81946,-13109.2817,-79124,30524.3970,12934,78722.0537,-87073,-25948.0731,10493,6686.7547,1708
-81463,53497.8796,38590,85077.0883,74831,88826.6028,-77520,-42151.5046,-19034,-45698.1443,-37157,-97382.7381,-90548,-53538.7069,-13495,-90371.7007,75510,-5403.7656,99494,-79821.6952
-49899.3627,-28319,73390.0734,-63267,26619.6946,2518,77009.3806,-82429,9548.2601,-65818,77638.3674,41218,-47350.9225,62556,-93826.4355,-43194,41334.4679,75987,14261.9777,91665
98526,31368.4133,97231,6660.5327,-552,69412.0928,64226,-12036.7712,20238,19725.5623,-17150,80163.2639,51490,-93526.9772,55672,45100.5677,-26348,58420.3066,-85479,29760.7103
-99706.5807,-95204,8732.5899,73525,-62605.4010,95088,29998.5992,84085,82159.5858,-62623,32330.6031,28493,-89207.1693,58785,-13736.6063,-78969,-65749.4716,24518,80709.0255,-27970
-85897,-7251.5319,-17143,-34782.8662,-33596,-99941.6355,94395,-49181.8450,-57426,-42679.5312,-79189,49926.7652,-26181,59692.3622,98982,-52682.5975,33158,61600.9986,-92846,-3893.0232
85291.2463,-95243,-63290.5835,15967,-96956.2991,-98191,-12441.3688,-8637,65257.8064,-79802,-7912.8533,31991,-50525.8740,-76424,-25429.1613,-42029,46911.2394,14411,-91809.7948,22151
-64480,71167.1884,86673,52144.0848,85217,20281.9131,39750,38334.8396,-17906,-90744.7444,2436,72403.8320,88942,-63019.6864,-13848,-47635.8240,-65047,83053.6178,-49090,-3021.6364
7185.6504,-67200,22287.8396,62772,18931.1942,31517,50001.1869,45117,-21227.7114,-16281,43073.3991,68409,99978.2488,64310,43506.9438,32418,-99545.6462,69869,-52544.7820,-82216
10628,20689.8337,41138,8439.8556,38087,-29686.2165,-65046,-55432.2836,93537,-33682.1368,-38359,26372.9219,38175,73242.7497,23734,98858.0652,91981,92205.6412,35799,-11320.8587
95902.1291,-62427,30383.9188,-85570,-77135.3971,-50348,39709.9537,-28848,7860.5191,93645,-60646.6035,70114,33600.5432,43249,44708.1895,-81704,-68956.4439,-63944,-26329.7140,90824
